year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2008,3,21,Tue,73,51,-10.344082386381988,61,5,80,67,2
2007,11,18,Sat,44,76,-4.334904785923319,6,2,73,85,95
2004,1,18,Thu,-9,94,-8.438977576399767,38,15,-6,-10,12
2018,12,5,Tue,92,43,49.740096643571675,-12,97,66,12,68
2009,2,11,Mon,50,94,34.76644520506333,12,-12,95,0,57
2010,6,13,Fri,91,96,-19.395953734345007,49,64,61,82,78
2014,9,3,Thu,-7,18,22.479064991056575,30,21,40,3,9
2005,5,17,Sat,21,-20,-4.588937644679403,76,79,10,34,-12
2014,4,25,Mon,78,76,99.5624592874835,19,46,96,28,73
2004,5,18,Sun,71,21,35.679064667042226,-15,-14,17,87,50
2018,9,14,Sat,55,56,31.561323291354753,-17,2,8,95,41
2021,12,12,Thu,83,65,57.94509415591274,-18,11,99,63,51
2018,7,14,Thu,27,-16,23.20831392800455,-8,2,57,90,50
2009,8,26,Thu,100,-9,66.57726998349018,5,-5,100,-12,85
2011,4,18,Wed,3,8,89.4800478409137,13,48,22,74,70
2021,11,30,Fri,44,-18,40.36657167641288,56,-8,83,71,4
2003,8,20,Tue,-4,40,26.333685595934853,32,-11,2,97,26
2017,6,2,Wed,17,30,43.14951808866055,26,99,4,17,30
2015,5,7,Fri,7,15,53.02987613478565,-13,38,84,-16,67
2007,12,15,Sat,12,90,82.57201520956163,55,-19,81,80,7
2003,7,28,Tue,3,88,27.73201361323453,-13,59,7,20,77
2022,6,10,Sun,90,54,-13.776792021070339,-2,31,78,13,95
2011,3,15,Wed,88,69,56.3187926333962,84,-20,73,53,53
2001,5,17,Wed,49,-19,99.41226572354066,53,49,70,75,15
2003,9,11,Mon,64,8,83.36264426038717,11,33,51,80,58
2004,7,2,Sun,88,20,71.74897361059249,0,-2,91,42,40
2002,12,27,Sun,97,8,1.3567404288343141,43,76,62,-4,81
2008,4,21,Wed,-17,87,70.58292549994594,2,7,-20,32,46
2020,7,31,Thu,12,79,-10.141331572351893,70,-16,88,15,55
2017,5,18,Sat,98,43,39.764074564192974,68,55,87,15,12
2010,11,25,Sun,-11,37,24.8788698096781,50,9,-1,-8,41
2002,2,4,Wed,100,62,89.53964625935717,21,60,73,-1,5
2022,6,9,Thu,15,-11,-0.6598743462915486,14,-2,100,30,43
2001,7,27,Fri,56,-10,75.45508543006319,-19,83,8,81,99
2008,8,28,Fri,79,-14,-14.130059870804278,71,21,-13,62,84
2013,6,17,Sun,91,56,64.9123260171555,50,4,41,65,34
2003,8,17,Thu,52,84,15.54716298021426,85,14,-7,-5,84
2008,7,17,Mon,10,87,98.0855241702384,83,-12,17,-15,-15
2012,2,30,Mon,-17,40,61.280956235082826,55,75,-18,54,46
2017,6,16,Fri,63,45,17.377563227017788,31,18,-18,-11,70
2014,9,20,Sat,-13,73,8.498043932508455,-4,35,34,10,84
2009,12,25,Wed,6,65,57.35636200262084,65,17,57,-3,-7
2015,6,8,Sun,15,32,13.000383827106205,-12,-6,0,75,92
2011,4,23,Sun,-12,44,2.6034476468554253,31,88,14,20,28
2019,7,15,Fri,22,6,58.3680343933534,-18,25,23,85,29
2004,3,1,Fri,3,-14,67.63873240115622,1,16,23,26,54
2001,5,19,Thu,16,44,8.801425118419296,33,69,92,3,95
2009,1,25,Mon,20,37,44.84056843260419,15,99,22,89,94
2000,10,15,Sat,83,4,60.29917547508367,18,39,20,59,-4
2006,3,9,Thu,73,27,93.97192209464924,-3,41,6,72,34
2016,8,5,Fri,5,-17,77.21542855999179,60,10,71,82,39
2015,9,16,Tue,-17,73,30.91859687997215,6,9,7,68,25
2002,9,28,Wed,95,-13,82.17328859982042,97,45,-16,83,42
2013,10,13,Fri,-20,92,33.44497244486796,78,-14,22,68,27
2009,2,16,Thu,-1,64,-4.254675048437203,75,9,42,19,41
2021,4,22,Tue,71,94,21.273154538391907,46,12,18,24,95
2006,5,11,Tue,24,47,77.3716052884583,-8,91,-11,62,-5
2016,3,13,Fri,67,39,95.65237800036388,-4,82,42,53,86
2005,11,6,Sat,71,-17,99.01363430541426,40,90,-12,-20,44
2022,1,26,Mon,71,-13,57.330494064917076,-3,17,63,6,27
2021,6,20,Tue,48,85,37.87937684262971,94,63,72,1,33
2003,10,17,Sun,75,69,-0.39109524155956876,-4,-2,90,7,41
2016,2,5,Wed,97,72,-7.594558817038212,35,-12,8,27,-15
2008,9,29,Thu,31,-5,42.73876688574682,27,65,7,14,58
2003,1,17,Thu,73,-2,68.06126929970448,-5,11,-10,-18,12
2006,11,1,Thu,43,-20,19.194569607935442,65,9,64,17,50
2022,9,27,Sun,0,80,61.635884070593534,4,-15,78,69,51
2001,7,5,Fri,85,13,49.06805830815155,44,40,66,23,96
2016,11,5,Thu,59,72,93.83061226764255,6,60,72,100,21
2007,10,7,Sun,51,70,5.3563887111315935,-7,16,-6,-16,9
2022,2,16,Thu,55,91,51.51807447408302,71,58,60,91,-14
2014,6,18,Wed,75,24,30.069425700284427,90,50,3,92,19
2014,8,31,Sun,4,42,11.650641519493576,79,57,14,53,40
2007,2,6,Mon,46,73,23.23236766299337,95,-1,40,-14,88
2015,5,2,Sat,5,-15,15.638729543456094,96,9,-1,73,-7
2018,12,31,Fri,79,15,43.84548124344011,86,-3,37,68,40
2010,11,13,Fri,60,100,47.5245709586285,29,42,42,21,43
2001,6,10,Thu,6,82,84.73034814758529,75,40,79,77,34
2022,3,21,Wed,96,45,74.53800328822453,8,36,54,90,46
2016,12,20,Tue,31,98,16.604342587254074,60,1,98,36,69
2015,2,11,Sun,42,85,92.69035956188739,7,68,73,64,23
2014,11,26,Thu,65,57,85.07068555980894,84,67,39,8,37
2012,6,21,Sun,97,-13,55.72941852395732,0,74,18,60,13
2014,3,2,Thu,24,46,-17.745947545342194,3,28,-1,42,73
2003,2,8,Fri,37,78,5.305530688422614,25,-3,65,15,73
2015,1,24,Fri,17,6,75.50762953883091,39,77,67,19,36
2011,8,22,Thu,14,13,34.905056542123155,78,40,37,94,8
2003,1,19,Fri,25,7,-4.759987334780577,-1,61,43,0,16
2002,12,20,Wed,50,10,29.399420185904013,31,57,-7,77,87
2021,5,17,Tue,-18,-4,5.640277982220308,1,47,15,32,68
2016,11,16,Tue,-15,62,88.0006550267558,47,-14,-8,-5,47
2021,6,25,Sun,-8,85,87.60026692158733,-5,-14,-20,25,41
2017,11,10,Tue,25,87,26.834524035149066,0,44,98,87,-20
2017,12,5,Sun,58,34,-3.375386368463907,23,19,93,-12,51
2022,12,14,Thu,69,54,23.418579289588664,41,95,70,87,96
2016,3,24,Sat,91,-12,-4.42246423780265,0,3,-8,-18,31
2011,7,19,Thu,12,73,16.78956537532646,83,11,14,2,36
2022,2,4,Thu,58,36,73.3129658220035,84,-11,-13,-8,36
2020,7,20,Wed,41,24,15.325519102545606,-10,-12,-3,17,45
2003,2,16,Tue,42,-15,45.84843489814206,99,18,13,13,60
2011,5,24,Fri,35,-7,-5.616322001759448,39,-18,31,73,99
2022,7,15,Fri,18,10,22.06267850206472,16,87,49,82,84
2021,11,28,Mon,39,33,-15.203842263445118,23,78,37,5,40
2020,11,9,Mon,84,-10,46.328359637209715,1,48,6,11,31
2019,3,3,Sun,90,48,22.062405490746016,63,-14,-3,-1,86
2014,11,23,Sat,57,74,85.51247350071391,45,-9,36,25,28
2022,4,9,Sun,62,-19,27.49886464177878,22,2,93,81,2
2015,1,18,Fri,71,82,47.490789457204315,54,68,-12,34,64
2004,3,4,Tue,3,-4,98.17393944959929,0,42,43,-12,72
2020,9,19,Sun,29,81,57.76741767334835,12,-4,58,82,48
2014,10,24,Thu,84,89,40.55711136554572,92,57,2,30,75
2016,5,4,Fri,12,15,-8.12690769879946,-4,78,38,36,0
2017,8,9,Sat,55,-18,79.33667919492173,15,43,46,59,37
2004,2,1,Sat,53,42,57.72838399287866,-7,44,100,24,-12
2012,3,1,Fri,-14,22,-6.868557881475974,16,65,52,17,50
2018,7,20,Mon,25,72,9.72596724389242,10,7,1,47,61
2012,10,19,Tue,41,12,45.05534283394147,-17,37,29,-9,58
2017,4,3,Fri,-20,57,-14.547445569454435,-15,66,2,69,37
2013,9,10,Thu,58,81,66.91552166257493,29,-3,63,96,68
2003,7,12,Thu,97,8,7.563055179072229,64,89,31,-11,27
2003,11,18,Wed,44,2,39.254979503819996,56,100,-14,59,59
2019,12,14,Thu,24,38,9.23885248440373,17,88,96,44,40
2019,1,10,Fri,63,60,39.19161518737312,58,23,-4,-9,63
2018,4,10,Fri,34,28,2.9511596997771754,-16,43,-18,31,88
2012,10,18,Thu,45,34,51.86439251362009,17,16,-14,30,16
2011,11,24,Mon,46,54,90.15921401963934,3,-18,56,65,77
2006,6,1,Tue,79,7,77.68764947315255,-3,-7,20,43,94
2011,6,30,Sat,59,97,9.224012434095751,72,82,84,36,-16
2020,10,15,Fri,33,50,40.27124776577931,11,-14,2,72,12
2003,6,8,Thu,72,88,31.196118696339184,50,-4,16,-2,44
2001,5,26,Sat,87,83,96.82248944605577,73,49,47,9,91
2001,3,3,Thu,100,51,76.65735640773264,81,90,52,71,92
2004,2,18,Fri,79,84,-7.00113169448132,69,62,49,64,-14
2022,3,9,Wed,42,72,0.39484048632474966,51,58,85,61,21
2009,9,16,Tue,33,4,64.94543571425744,68,18,43,84,39
2009,3,21,Fri,87,-14,-0.6571607484400914,9,-16,-3,3,-17
2008,3,15,Sat,82,100,95.00669449070571,67,58,14,5,-17
2012,1,30,Thu,31,65,100.1465688209445,9,31,2,15,88
2006,2,5,Wed,33,52,74.18287482002049,-16,88,74,86,56
2004,11,13,Sun,46,54,-16.757171042835743,-17,5,63,35,78
2009,12,22,Fri,16,13,38.40994005934984,30,18,-14,59,86
2009,3,20,Tue,87,70,29.13562062528665,85,24,40,37,-3
2005,2,7,Wed,-9,93,76.74381264014566,-12,56,55,95,95
2018,8,16,Sat,38,1,14.728007676436228,34,10,80,11,86
2020,6,7,Thu,-1,46,26.721251224015056,12,56,28,-19,29
2007,7,27,Mon,66,29,-8.686337181982037,94,2,94,52,89
2000,1,25,Sun,65,27,21.45896647267918,72,19,36,61,54
2016,6,22,Sun,11,83,97.83631526303701,10,11,47,28,-8
2006,2,16,Tue,50,98,94.00013233631782,87,80,-9,92,86
2013,6,13,Wed,65,51,70.78136394277969,62,-17,96,25,10
2020,3,17,Fri,23,49,89.77890231923348,88,60,-6,88,82
2020,7,9,Fri,45,36,5.551631329394045,33,63,-19,62,21
2016,3,12,Wed,57,4,55.24165609246387,90,25,26,34,49
2008,9,13,Fri,34,45,40.49664082521504,40,54,54,81,81
2016,3,26,Sun,-5,-5,31.145494884504863,45,21,35,-9,93
2004,7,9,Sun,67,37,19.30505157213075,-1,76,76,56,-10
2019,12,5,Sun,50,96,84.82467063273653,55,18,-7,42,0
2007,4,7,Wed,47,20,38.625127868133845,93,49,6,14,5
2005,8,1,Tue,31,30,67.60805222575219,64,82,-17,91,-6
2010,2,4,Sun,16,0,65.41997950052365,40,35,17,96,3
2018,8,28,Fri,25,58,-3.535394837205807,74,26,83,53,39
2003,9,26,Tue,20,35,-14.078780473885926,15,17,63,1,61
2017,8,4,Thu,-16,77,81.63554400499802,63,-3,-19,-11,51
2000,6,16,Thu,45,26,39.328724578383984,87,-19,-17,29,84
2012,10,5,Thu,-16,97,78.02034933286603,-1,84,92,14,14
2013,1,22,Thu,42,22,15.944894967128015,24,81,3,88,7
2000,7,4,Fri,-18,63,84.28166852517629,79,33,-12,-5,8
2010,1,6,Wed,85,87,80.52927867003832,25,60,-2,15,90
2016,7,26,Fri,-13,10,26.18224274694373,96,67,41,99,31
2003,2,23,Sat,5,-6,29.815465470082856,-3,9,51,40,89
2011,8,3,Fri,53,27,22.457980333628285,49,86,20,54,41
2009,2,25,Tue,77,41,-15.786468641099356,76,67,71,-4,35
2005,3,8,Wed,89,71,63.20693153855527,53,-17,56,68,-19
2000,12,17,Sun,79,49,13.000638459792455,-3,-14,51,-20,61
2006,3,29,Mon,32,-18,86.96566282586325,94,58,57,-9,44
2020,1,18,Mon,55,17,88.58263486220464,43,36,29,-18,42
2015,5,18,Sun,63,66,67.43208394073925,13,9,93,94,39
2013,5,26,Wed,8,37,1.969242665063902,58,72,53,52,45
2022,10,25,Mon,-7,46,-9.195608412013973,-18,92,63,62,88
2019,5,12,Wed,91,96,78.79003805034338,51,23,44,-2,88
2019,9,25,Tue,-16,24,88.06099917229518,94,88,55,93,-7
2005,6,25,Tue,91,23,22.5967340927953,-10,96,78,63,7
2021,6,1,Fri,6,-13,22.70766798085895,25,56,63,54,23
2004,3,23,Mon,47,45,27.2233847915926,75,83,55,67,100
2020,5,31,Sun,8,50,80.14229911874001,91,82,93,1,39
2017,10,12,Wed,-18,40,65.55570685759449,21,8,-9,-20,0
2014,7,11,Tue,76,-4,-5.24086357360633,-4,69,18,32,63
2005,3,13,Fri,9,50,56.79755929013713,26,15,8,23,13
2018,2,3,Mon,79,76,-18.816903145063602,9,78,37,86,77
2000,5,27,Mon,-12,15,65.95673080830493,22,92,46,-11,89
2000,3,25,Mon,-20,90,72.52051040226647,-13,27,50,54,33
2012,5,8,Tue,91,47,78.60875878350667,19,-2,66,-13,18
2002,9,3,Tue,2,87,55.702757238351325,50,42,56,-4,-17
2009,11,17,Mon,46,59,1.8511606342609106,-1,-19,54,49,86
2020,10,25,Tue,11,0,76.04336045842741,55,96,4,-14,7
2002,1,13,Mon,67,61,88.87465766826175,64,-7,95,42,18
2008,4,10,Thu,-15,25,56.6893333097902,7,59,63,74,44
2007,10,17,Tue,56,25,13.289262749829199,7,92,28,16,24
2002,5,31,Wed,28,71,1.7026473238490993,38,79,42,47,51
2012,2,3,Tue,-6,86,8.007025626080281,41,83,90,43,40
2005,12,13,Mon,37,-5,-17.95458526178955,59,84,6,-14,39
2012,2,22,Wed,32,90,-18.769600480945275,91,74,49,-5,-5
2022,1,6,Fri,9,1,15.94164892233406,53,91,49,68,30
2019,8,14,Wed,55,-15,91.67812542710851,33,91,82,79,91
2019,2,27,Wed,19,73,55.18062216061439,65,92,84,78,24
2011,3,10,Tue,38,35,26.71895415641371,-14,14,37,-7,10
2012,12,20,Sat,42,24,-18.687444910831587,47,65,-12,15,-14
2001,2,16,Wed,27,37,99.75371839499824,3,0,64,96,98
2020,4,18,Wed,78,7,35.15717093917244,77,71,61,52,30
2022,1,13,Sun,71,-4,99.97184287164588,20,-4,-20,-10,-16
2015,3,10,Mon,47,15,67.1369345892692,90,93,93,-20,45
2022,5,6,Tue,-14,-9,-13.800099014662209,33,61,93,-12,20
2005,10,10,Mon,26,29,83.94210244934555,-7,11,55,4,91
2018,1,5,Tue,22,38,44.17832677330196,23,2,44,83,96
2020,4,29,Fri,-5,83,34.78013739253382,28,-15,71,-6,47
2012,6,6,Sat,1,-9,71.70005583382014,42,8,3,37,-11
2016,4,7,Wed,42,79,73.75091285082986,60,42,-2,3,78
2022,7,11,Sun,25,41,76.36799971983987,24,49,-7,51,44
2008,7,16,Tue,98,19,72.02489894477284,51,76,-7,95,82
2016,6,25,Wed,24,72,57.59367629099732,85,91,69,72,-18
2001,9,12,Wed,20,-19,61.75030015484607,56,75,59,50,22
2018,2,12,Thu,4,72,83.88849291031109,-14,60,67,25,24
2018,10,30,Mon,29,73,63.55541540172635,-18,-17,11,-3,5
2006,8,23,Sat,46,79,-7.73574252642676,67,91,-15,46,60
2021,8,20,Sun,31,87,58.10557598895032,26,37,92,42,21
2009,11,26,Tue,65,4,0.5692471051173875,67,10,88,90,51
2009,10,5,Fri,10,64,-18.27539154751672,40,1,73,3,9
2019,11,16,Sat,16,65,5.914173395246159,50,6,2,63,51
2008,4,31,Thu,1,53,-1.3169970022197504,9,97,-2,10,72
2016,6,29,Mon,6,10,-7.646416051019077,-16,64,68,69,94
2014,11,6,Fri,99,26,6.013399763587909,83,63,68,17,94
2001,6,29,Fri,-19,39,48.19189007954306,64,77,95,90,61
2003,5,9,Wed,1,52,-1.6721538305879058,92,66,-19,89,3
2018,1,5,Mon,100,84,13.812031517993837,51,87,53,22,52
2016,3,21,Thu,32,82,82.80064533575951,-14,-5,20,-13,63
2004,7,23,Tue,-4,77,87.45420421789369,18,-15,32,75,95
2006,8,16,Tue,91,82,20.303208381162563,-19,59,6,51,23
2017,2,18,Thu,35,20,88.77308320784222,22,-14,87,-16,-8
2020,3,19,Wed,63,29,50.87306018364754,-9,-7,-13,59,16
2021,4,12,Wed,67,2,7.390576936093442,7,-18,84,6,-2
2006,11,2,Fri,88,-9,71.26950202186303,87,76,22,42,-16
2016,5,26,Mon,10,50,91.57339151327358,-2,28,12,82,15
2006,3,10,Fri,95,75,59.76753513736068,7,95,22,44,67
2003,5,12,Sun,22,62,4.361018162506298,78,15,62,42,96
2007,8,14,Sun,51,1,-9.608510722399547,55,82,98,-16,34
2012,8,18,Tue,100,35,7.758848455449797,71,8,9,46,31
2003,2,19,Thu,32,-5,20.959529155741343,69,82,13,88,13
2005,6,6,Mon,-16,37,20.381971784850627,81,-17,57,31,90
2004,4,5,Thu,-19,51,40.32405789465051,49,82,79,60,-13
2011,9,27,Mon,100,73,41.12547513986583,-2,19,-1,76,89
2003,10,31,Sat,38,30,37.0433460054315,43,20,66,62,-17
2008,2,16,Tue,-17,-15,21.60268898183213,70,1,41,-17,87
2003,8,14,Tue,78,-19,-7.073512665516718,96,58,58,56,100
2018,1,13,Sat,13,41,30.61651327133002,-12,-17,-19,30,81
2013,11,21,Mon,46,77,99.27700143673124,98,61,67,93,51
2004,6,2,Wed,91,72,59.11885964321817,20,100,67,22,52
2017,11,2,Mon,63,83,33.21305901166036,29,87,74,34,20
2009,11,12,Tue,52,21,-9.89763400274643,-11,2,59,69,91
2018,12,1,Sun,-15,96,5.803095006565627,53,81,97,20,20
2011,10,19,Thu,37,96,49.532322574626264,76,-17,47,10,98
2017,1,28,Fri,26,22,40.24273532340875,61,47,77,14,10
2016,2,28,Thu,-16,31,-17.67739742974741,33,-3,58,59,74
2010,3,27,Tue,40,37,-9.565464356326638,-11,-20,62,36,39
2002,9,16,Thu,84,-1,23.077038315688057,-14,11,-2,3,30
2022,5,30,Wed,35,35,-2.9600802775370987,83,0,91,32,19
2016,10,7,Wed,81,46,95.89896415625437,11,17,87,9,50
2000,10,27,Sun,14,38,-15.871758923077856,86,5,14,97,4
2014,12,21,Mon,98,27,97.85997409774532,33,20,-1,60,56
2008,2,7,Thu,74,14,59.44300015155051,49,28,90,56,48
2014,10,16,Thu,-8,-13,29.274554596222124,62,64,82,81,40
2002,5,25,Tue,5,94,45.271338080971915,42,86,20,100,95
2021,5,6,Mon,65,55,29.62509017031838,84,72,8,-14,-3
2018,1,18,Mon,75,93,49.35812263648235,86,96,-6,-12,50
2012,3,1,Thu,43,88,-1.6072553499073337,13,20,63,0,17
2011,5,1,Fri,58,86,-5.4784017142104915,22,86,11,9,43
2019,9,26,Thu,-10,11,43.95947180783765,-16,75,-8,80,33
2000,10,25,Thu,41,72,-11.36790140078718,-2,38,-14,80,85
2020,1,14,Thu,59,24,15.390600620275151,92,-17,33,1,58
2016,8,6,Wed,26,64,92.15429898555662,93,-8,-5,26,99
2012,1,6,Sat,99,46,86.0217861100935,33,40,-11,41,28
2000,9,4,Mon,49,81,80.59967774434351,-7,30,100,10,24
2009,6,12,Sat,89,6,41.3668060638619,-11,14,35,-17,41
2014,1,30,Wed,54,98,-16.625950743704752,28,97,45,-11,76
2006,8,18,Fri,37,-18,-5.314319370368075,-10,70,94,9,31
2021,5,10,Tue,95,36,91.25358006161773,10,44,17,73,10
2017,7,3,Sun,-11,44,81.20528718460513,45,28,32,84,35
2015,7,3,Fri,-5,89,25.559140479390216,-11,28,61,-14,96
2013,7,8,Mon,-9,98,68.20603972047869,0,82,13,-6,52
2017,6,22,Tue,50,-1,83.39786297941295,-20,-7,64,-2,-2
2006,11,23,Sat,82,50,55.0606075442857,25,16,64,53,49
2016,8,25,Fri,70,100,83.27676056147682,74,9,-20,18,33
2017,9,1,Mon,67,20,9.605554952143784,54,-7,58,70,79
2011,12,18,Sun,29,-20,35.91842535993355,86,54,53,-18,75
2007,2,15,Sun,-6,53,50.06405596269286,53,74,38,78,7
2021,7,25,Fri,38,88,56.3700510765177,-1,100,78,31,38
2001,2,21,Tue,49,55,99.42582903080896,0,71,4,61,41
2006,6,20,Tue,41,-17,82.35769194342791,16,6,11,67,29
2003,2,17,Fri,62,50,-13.313429521906167,80,41,10,-8,17
2017,10,25,Wed,51,-11,0.46514193767059453,-7,-18,53,23,-11
2005,6,11,Fri,95,65,59.51417756430408,37,49,-18,60,14
2008,2,13,Sat,90,68,9.101713586660864,36,18,65,-4,25
2008,1,25,Fri,41,8,-0.7648824978814623,36,-2,81,54,3
2013,7,20,Fri,79,82,60.66475674575605,48,84,45,-4,77
2007,3,25,Wed,29,-6,44.907370711347696,49,77,66,31,94
2018,12,10,Thu,56,-2,77.42798727403094,3,71,100,28,52
2002,4,13,Tue,33,82,18.64270486196822,59,55,20,62,70
2017,6,17,Sat,33,37,19.894172929952084,39,18,83,50,77
2004,5,31,Mon,76,89,-1.7904725118001288,2,-11,41,-2,58
2013,4,21,Tue,75,32,58.92323566946156,26,95,32,13,70
2003,9,1,Tue,7,25,65.77591315970457,17,26,67,72,70
2006,6,20,Thu,83,-3,-3.250354463265701,95,68,75,9,11
2019,6,16,Tue,30,85,10.747726399495203,59,2,100,85,88
2011,2,16,Tue,92,-18,-1.333170598225177,94,99,12,8,6
2001,6,28,Wed,53,49,70.46891663688251,31,38,92,81,5
2010,7,21,Wed,12,1,5.300825285944974,-8,69,70,27,23
2013,8,30,Wed,-20,34,-1.5781656845667733,94,62,-8,-13,-4
2021,8,27,Wed,64,97,-11.547943394122841,88,81,80,47,-5
2022,9,3,Wed,48,43,80.58723638136823,-13,-1,18,71,78
2015,10,2,Sat,-20,20,-4.998522989394003,81,24,8,31,5
2019,11,6,Mon,96,89,-16.41028648239255,11,95,84,54,81
2005,12,11,Thu,34,96,-12.219056237535462,65,23,4,61,35
2022,3,29,Fri,64,74,24.386535527521495,-4,-3,89,64,73
2003,10,3,Sun,68,64,52.19495742789799,-16,27,-2,90,85
2014,7,26,Sat,63,99,28.18276961487082,51,54,44,37,16
2000,7,1,Wed,24,-13,35.10423737765916,29,68,78,91,57
2006,1,11,Thu,52,44,91.23596023968346,73,86,-5,40,61
2011,8,13,Fri,59,-18,71.82946052093776,62,-20,51,19,71
2009,4,5,Tue,71,8,21.265997705372413,-9,11,50,75,83
2004,5,18,Sat,19,97,-1.327935542052078,68,76,64,-4,-5
2011,6,15,Tue,89,49,70.64986583850913,23,43,54,77,-19
2017,3,18,Thu,92,76,49.39637704264143,56,-14,69,60,63
2009,5,15,Mon,40,-3,96.43184914647905,47,74,39,-6,9
2005,10,20,Mon,15,85,89.92152406654562,38,69,58,63,52
2011,5,20,Thu,82,98,48.20077040933819,-11,50,36,82,34
2006,1,20,Sun,92,92,-11.540866585794443,27,79,24,-10,42
2017,3,7,Sun,3,37,-16.253878574197913,7,25,31,62,94
2001,3,17,Mon,59,96,81.33996847575621,-16,3,-15,75,43
2009,1,29,Sun,-7,-20,64.46309723213872,71,48,39,67,44
2014,7,8,Mon,91,1,47.77904380961559,23,65,16,49,6
2011,1,28,Tue,77,74,63.359953359301684,10,87,33,61,97
2016,7,13,Sun,67,2,45.31420694498297,-5,15,-17,84,-12
2003,4,26,Mon,90,-13,49.9788660048453,2,46,62,100,63
2006,9,16,Mon,54,8,7.332564330565646,72,29,26,27,70
2008,7,25,Thu,88,23,35.11603401368734,90,99,64,-8,18
2018,5,10,Mon,79,94,-18.660101361684085,0,38,16,98,14
2022,7,29,Sun,99,89,60.91677158477964,-19,80,86,5,12
2006,9,14,Sun,-20,41,20.208609544440804,2,37,61,-13,-8
2022,10,31,Sat,26,-2,59.41522244491756,59,81,21,5,57
2001,6,6,Wed,55,38,92.10186201619526,-10,25,27,92,32
2005,1,20,Wed,0,92,51.58884107399044,97,49,79,-7,-20
2017,6,22,Thu,52,59,19.69828528599679,52,95,40,97,29
2005,1,26,Wed,18,-2,5.066193070823424,-19,68,94,20,50
2012,12,7,Tue,-18,80,10.456726803092177,61,2,41,-15,26
2018,4,6,Sat,-5,1,99.46294055039274,-8,-9,34,-5,76
2001,8,27,Sat,47,62,54.458929104860715,24,7,16,78,97
2011,5,17,Thu,5,47,33.30600647735255,51,37,-6,13,82
2014,5,21,Sun,98,-16,7.947977853341943,-11,87,81,19,95
2013,10,24,Mon,89,-16,73.53913672966112,70,40,38,70,31
2005,11,31,Wed,33,4,26.880644613749382,60,83,42,79,13
2017,8,8,Tue,-8,3,16.43631926588303,67,75,98,-9,89
2004,8,12,Sun,40,-20,6.898871202139009,0,34,45,-20,96
2017,1,26,Thu,-1,93,2.4613790306833536,-20,95,21,99,71
2002,5,25,Sun,62,7,13.078614103195314,-5,68,95,8,-14
2002,12,4,Thu,6,26,55.89155671159614,22,13,10,60,25
2021,5,10,Mon,-19,64,9.021580466262101,76,73,-15,61,95
2021,8,6,Fri,-11,39,-12.667592025929519,-15,80,-2,28,67
2009,1,7,Wed,39,-2,23.441967492188972,55,-3,17,99,58
2018,7,21,Tue,68,66,50.76708087539586,75,99,58,-5,3
2002,7,31,Thu,-2,-7,-12.713615517401063,91,100,12,78,70
2011,9,27,Sun,-6,49,34.76764708202514,-10,14,83,-12,18
2015,2,8,Wed,82,75,-13.673063076404958,61,27,69,38,41
2016,3,3,Sun,26,93,72.94972747296846,45,16,32,87,46
2006,4,8,Tue,92,75,85.4977816730125,75,20,9,18,53
2012,1,15,Sat,3,-13,96.62078498229357,28,-15,54,17,55
2001,7,30,Sat,-5,16,63.64290331525035,92,62,89,86,20
2003,10,21,Tue,60,65,56.47979212720949,-1,65,44,-15,8
2009,3,1,Sat,39,51,63.98332734221468,0,100,-7,69,51
2006,3,13,Thu,59,81,83.41243049477374,15,75,-11,60,53
2016,3,22,Wed,61,-11,77.65822751881936,17,70,-4,67,-4
2019,8,18,Tue,28,46,33.05806849930593,35,59,54,53,-12
2005,9,15,Thu,-17,-8,58.77985408138018,70,69,85,75,98
2018,10,7,Wed,45,18,-0.40764603960827017,90,18,-6,38,85
2004,2,31,Wed,28,43,64.08600061723189,-10,-17,55,-18,-6
2009,10,15,Thu,92,9,68.42323395327824,-3,-5,-18,-2,-17
2008,10,25,Wed,10,-17,76.95849797366269,60,31,1,78,0
2012,1,3,Fri,45,24,78.93548079185625,77,92,93,6,50
2018,9,30,Tue,33,-15,33.22887436980553,24,-2,35,4,27
2020,6,26,Tue,-19,-5,89.32553063804782,5,71,38,64,-13
2005,9,14,Wed,40,1,98.69498796267644,38,100,5,45,25
2003,6,20,Thu,-6,70,98.34297097839534,-15,-4,82,63,63
2002,2,4,Mon,39,0,50.87707594639144,22,24,86,2,-14
2002,1,4,Sat,91,72,47.697413867568415,73,-19,29,42,89
2003,8,3,Wed,22,44,35.33743702233772,31,-19,92,37,49
2004,3,5,Mon,72,9,16.27508541031306,82,67,66,76,-12
2007,1,25,Wed,77,3,20.38469211654143,41,97,59,29,57
2015,8,31,Mon,19,43,6.106004684572621,93,34,40,-13,27
2021,12,11,Wed,75,-8,95.64243798524596,75,70,34,99,79
2002,1,8,Thu,64,73,54.99901803017488,-4,-17,43,30,31
2011,8,26,Sat,9,5,93.07004421219155,56,91,-18,80,8
2007,1,2,Sun,42,77,26.8422043399081,96,79,9,99,-18
2012,9,28,Sun,3,-1,16.081578600377867,25,63,37,21,88
2003,9,16,Mon,23,40,-3.9378636048227627,20,-9,-8,73,10
2013,12,25,Fri,-7,94,16.32975492354729,-8,33,51,42,67
2013,9,28,Thu,7,-15,87.70943351626987,-15,71,3,10,42
